;reaction_id;flux_value;classification;y_f;y_r;c_value
800;ATP:dAMP phosphotransferase [c];0.0;high;0.0;0.0;1.0352504054927616
801;ATP:selenide, water phosphotransferase [c];0.0;low;1.0;0.0;
802;D-glucose transport via PEP:Pyr PTS [c];0.0;low;1.0;0.0;
803;glycerol-3-phosphate acyltransferase (C14:1) [c];0.0;low;1.0;0.0;
804;ATP:glycerol 3-phosphotransferase [c];0.0;low;1.0;0.0;
805;4-methyl-trans-pent-2-enoyl-ACP:NAD+ oxidoreductase (A-specific) [c];0.0;low;1.0;0.0;
806;(3R)-3-Hydroxyoctanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase [c];0.0;low;1.0;0.0;
807;UDP-N-acetyl-D-glucosamine:NAD+ 6-oxidoreductase [c];0.0;high;0.0;0.0;1.1002246219191227
808;anhydrous-N-Acetylmuramyl-tetrapeptide amidase [c];0.0;low;1.0;0.0;
809;12-methyl-trans-tridec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific) [c];0.0;low;1.0;0.0;
810;anteisoheptadecanoyl-glycerol-3-phosphate O-acyltransferase [c];0.0;low;1.0;0.0;
811;NADPH:NAD+ oxidoreductase [c];0.0;low;1.0;0.0;
812;peptide-methionine:thioredoxin-disulfide S-oxidoreductase [c];0.0;high;0.0;0.0;1.0566126502594884
813;Glycerone phosphate phosphohydrolase [c];0.0;low;1.0;0.0;
814;glycerol-3-phosphate: acyl-coa acyltransferase (16:0) [c];0.0;low;1.0;0.0;
815;4a-hydroxytetrahydrobiopterin hydro-lyase [c];0.0;moderate;0.0;0.0;0.092122572329689
816;Nicotinate D-ribonucleotide:diphosphate phosphoribosyltransferase [c];1.0;moderate;1.0;0.0;0.0305602073600459
817;butanoyl-CoA:acetyl-CoA C-butanoyltransferase [c];0.0;high;0.0;0.0;1.2417356207204766
818;IMP:NAD+ oxidoreductase [c];1.0;high;1.0;0.0;1.0229187271014986
819;alpha-D-Glucose 1-phosphate 1,6-phosphomutase [c];0.0;low;1.0;0.0;
820;4-Aminobutyraldehyde:NAD+ oxidoreductase [c];0.0;low;1.0;0.0;
821;FACOAL170(ISO) [c];0.0;low;1.0;0.0;
822;ATP:(R)-5-phosphomevalonate phosphotransferase [c];0.0;high;0.0;0.0;1.0540220667751783
823;GTP phosphohydrolase [c];1.0;moderate;1.0;0.0;0.059125589171965
824;RXN0-6978.c [c];0.0;moderate;0.0;0.0;0.4029379144930443
825;ADOMET-DMK-METHYLTRANSFER-RXN.c [c];0.0;high;0.0;0.0;1.021121908947215
826;isotetradecanoyl-cardiolipin synthase [c];0.0;;;;
827;trans-2-hexenoyl-CoA  reductase (NAD+) [c];1.0;moderate;1.0;0.0;0.5276378124934911
828;2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [c];0.0;high;0.0;0.0;1.0204010439336817
829;Phosphoenolpyruvate:D-erythrose-4-phosphate C-(1-carboxyvinyl)transferase (phosphate hydrolysing, 2-carboxy-2-oxoethyl-forming) [c];3.0;low;0.0;0.0;
830;dGTP:cytidine 5'-phosphotransferase [c];0.0;low;1.0;0.0;
831;D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase [c];2.0;moderate;1.0;0.0;0.6454215919948814
832;5-Methyltetrahydrofolate:L-homocysteine S-methyltransferase [c];0.0;low;1.0;0.0;
833;2'-Deoxyguanosine 5'-triphosphate diphosphohydrolase [c];1.0;moderate;1.0;0.0;0.8170763302387419
834;1-Deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating) [c];0.0;high;0.0;0.0;1.0146203822898083
835;3-Phospho-D-glycerate:NAD+ 2-oxidoreductase [c];1.0;high;1.0;0.0;1.1145541263240668
836;(2E)-3-(3-hydroxyphenyl)prop-2-enoate,NADH:oxygen oxidoreductase (2-hydroxylating) [c];0.0;low;1.0;0.0;
837;5'-Phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming) [c];0.0;low;1.0;0.0;
838;anteisoheptadecanoyl-phosphatidylserine decarboxylase [c];0.0;low;1.0;0.0;
839;S-aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate aminomethyltransferase (ammonia-forming) [c];116.81818;moderate;1.0;0.0;0.4142101352341109
840;CMP-3-deoxy-D-manno-oct-2-ulosonate:(KDO)-lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase [c];0.0;moderate;0.0;0.0;0.3976012344434456
841;ATP:D-glucose 6-phosphotransferase [c];-1.0;high;0.0;1.0;1.0444127251408413
842;trehalose transport via PEP:Pyr PTS [c];-1.0;moderate;0.0;1.0;0.0772462869039078
843;Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:0) (periplasm) [c];0.0;low;1.0;0.0;
844;D-glucose-6-phosphate aldose-ketose-isomerase [c];-2.0;moderate;0.0;1.0;0.1993689913421848
845;RXN0-6974.c [c];0.0;moderate;0.0;0.0;0.4029379144930443
846;L-aspartate 1-carboxy-lyase (beta-alanine-forming) [c];0.0;low;1.0;0.0;
847;TRANS-RXNBWI-115637.ce.maizeexp.GLT_GLT [c];1.0;moderate;1.0;0.0;0.1867648744185238
848;Deoxyadenosine:orthophosphate ribosyltransferase [c];-1.0;moderate;0.0;1.0;0.9850810312058436
849;L-Leucine:2-oxoglutarate aminotransferase [c];0.0;moderate;0.0;0.0;0.1164336739075209
850;Hexadecanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing) [c];0.0;low;1.0;0.0;
851;4-(2-carboxyphenyl)-4-oxobutanoyl-CoA dehydratase (cyclizing) [c];0.0;high;0.0;0.0;1.0259921110176964
852;4-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase [c];0.0;moderate;0.0;0.0;0.1172338659109856
853;4-aminobutanal:NAD+ 1-oxidoreductase [c];0.0;low;1.0;0.0;
854;acyl-coenzyme A ligase [c];0.0;low;1.0;0.0;
855;Tetradecanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing) [c];0.0;low;1.0;0.0;
856;Crotono-betaine ABC transport [c];0.0;high;0.0;0.0;1.2004691145508488
857;TRANS-RXN-141.ce [c];0.0;high;0.0;0.0;1.0566126502594884
858;isohexadecanoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted [c];0.0;high;0.0;0.0;1.1015221062842442
859;Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:1) (periplasm) [c];0.0;low;1.0;0.0;
860;2'-Deoxyadenosine 5'-monophosphate phosphohydrolase [c];0.0;low;1.0;0.0;
861;(R)-Pantoate:NADP+ 2-oxidoreductase [c];0.0;high;0.0;0.0;1.0106462245565302
862;sulfate transport in via proton symport [c];1.0;high;1.0;0.0;1.0566126502594884
863;ATP:NAD+ 2'-phosphotransferase [c];0.0;low;1.0;0.0;
864;isocitrate hydro-lyase (cis-aconitate-forming) [c];-2.0;high;0.0;1.0;1.0712371566436294
865;Acetyl-CoA:D-glucosamine-1-phosphate N-acetyltransferase [c];0.0;moderate;0.0;0.0;0.1912639966833602
866;14-methyl-trans-hexa-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific) [c];0.0;low;1.0;0.0;
867;S-adenosylmethioninamine:putrescine 3-aminopropyltransferase [c];0.0;low;1.0;0.0;
868;Deoxyguanosine:orthophosphate ribosyltransferase [c];0.0;moderate;0.0;0.0;0.9850810312058436
869;stearoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted [c];0.0;high;0.0;0.0;1.0579979408010238
870;FACOAL150(ISO) [c];0.0;low;1.0;0.0;
871;R02508 [c];0.0;low;1.0;0.0;
872;S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase [c];0.0;;;;
873;7,8-Diaminononanoate:carbon-dioxide cyclo-ligase [c];0.0;low;1.0;0.0;
874;isopentadecanoyl-phosphatidate cytidylyltransferase [c];0.0;low;1.0;0.0;
875;"L-cystathionine cysteine-lyase (deaminating; 2-oxobutanoate-forming) [c]";0.0;high;0.0;0.0;1.025955778056246
876;(S)-3-hydroxy-3-methylglutaryl-CoA acetoacetate-lyase (acetyl-CoA-forming) [c];0.0;moderate;0.0;0.0;0.0961581284912735
877;anteisoheptadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase [c];0.0;low;1.0;0.0;
878;(S)-3-hydroxydodecanoyl-CoA:NAD+ oxidoreductase [c];0.0;high;0.0;0.0;1.3645114190594982
879;L-threonine acetaldehyde-lyase (glycine-forming) [c];0.0;low;1.0;0.0;
880;Cytidine aminohydrolase [c];0.0;low;1.0;0.0;
881;D-alanine:D-alanine ligase (ADP-forming) [c];0.0;low;1.0;0.0;
882;GTP diphosphohydrolase (diphosphate-forming) [c];1.0;moderate;1.0;0.0;0.8170763302387419
883;Phosphatidylserine decarboxylase (n-C14:1) [c];0.0;low;1.0;0.0;
884;2'-Deoxyguanosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase [c];0.0;low;1.0;0.0;
885;Phosphatidylglycerol synthase (n-C14:0) [c];0.0;low;1.0;0.0;
886;S-Adenosyl-L-homocysteine hydrolase [c];0.0;low;1.0;0.0;
887;dTDP-6-deoxy-L-mannose:NADP+ 4-oxidoreductase [c];0.0;low;1.0;0.0;
888;Sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase [c];-1.0;moderate;0.0;1.0;0.6454215919948814
889;S-Formylglutathione hydrolase [c];-3.2003835e-13;high;0.0;0.0;1.088650629027489
890;Dihydrolipoamide:NAD+ oxidoreductase [c];872.18182;high;1.0;0.0;1.0653648559494668
891;(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase [c];0.0;moderate;0.0;0.0;0.1172338659109856
892;ATP:thiamin-phosphate phosphotransferase [c];0.0;moderate;0.0;0.0;0.6321074302951927
893;Succinate:(acceptor) oxidoreductase [c];1.0;high;1.0;0.0;1.1127416630843
894;Glycerol:NAD+ oxidoreductase [c];0.0;low;1.0;0.0;
895;glycerol-3-phosphate acyltransferase (C16:1) [c];0.0;low;1.0;0.0;
896;thiosulfate transport via ABC system [c];1.0;high;1.0;0.0;1.0299644488139432
897;Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0) (periplasm) [c];0.0;low;1.0;0.0;
898;D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate hydro-lyase [c];0.0;moderate;0.0;0.0;0.0347881459338014
899;ATP:D-Gluconate 6-phosphotransferase [c];0.0;low;1.0;0.0;
900;isohexadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted [c];0.0;high;0.0;0.0;1.0579979408010238
901;L-Citrulline:L-aspartate ligase (AMP-forming) [c];1.0;high;1.0;0.0;1.212159844859327
902;5,10-Methylenetetrahydrofolate:3-methyl-2-oxobutanoate hydroxymethyltransferase [c];0.0;low;1.0;0.0;
903;Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1) [c];0.0;low;1.0;0.0;
904;(S)-3-Hydroxybutanoyl-CoA 3-epimerase [c];1.0;high;1.0;0.0;1.1114168912958515
905;murein D,D-endopeptidase (murein4px4px4p) (periplasm) [c];0.0;low;1.0;0.0;
906;ATP:FMN adenylyltransferase [c];0.0;low;1.0;0.0;
907;beta-glucosidase [c];0.0;high;0.0;0.0;1.1510428526676064
908;2'-Deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase [c];0.0;low;1.0;0.0;
909;murein D,D-carboxypeptidase (murein5px4p) (periplasm) [c];0.0;low;1.0;0.0;
910;diacylglycerol kinase (n-C12:0) [c];0.0;moderate;0.0;0.0;0.1463420475613635
911;nonpolar-amino-acid-transporting ATPase [c];0.0;low;1.0;0.0;
912;isoheptadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase [c];0.0;low;1.0;0.0;
913;dihydrofolate:NADP+ oxidoreductase [c];0.0;low;1.0;0.0;
914;O-Acetyl-L-homoserine succinate-lyase (adding cysteine) [c];0.0;low;1.0;0.0;
915;Biotin ABC transporter [c];0.0;high;0.0;0.0;1.133024817921393
916;N2-succinyl-L-arginine iminohydrolase (decarboxylating) [c];0.0;low;1.0;0.0;
917;4-methyl-trans-hex-2-enoyl-ACP:NAD+ oxidoreductase (A-specific) [c];0.0;low;1.0;0.0;
918;Tetradecanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) [c];0.0;moderate;0.0;0.0;0.6920181288816155
919;(S)-3-Hydroxytetradecanoyl-CoA hydro-lyase [c];0.0;low;1.0;0.0;
920;2'-Deoxyuridine 5'-monophosphate phosphohydrolase [c];0.0;low;1.0;0.0;
921;methionyl aminopeptidase [c];0.0;moderate;0.0;0.0;0.4029379144930443
922;4-Maleylacetoacetate cis-trans-isomerase [c];3.0;moderate;1.0;0.0;0.7287148314114692
923;6-methyl-3-oxo-heptanoyl-ACP:NADP+ oxidoreductase [c];0.0;low;1.0;0.0;
924;L-aspartate:oxygen oxidoreductase [c];0.0;moderate;0.0;0.0;0.8457270081610712
925;Xanthosine:orthophosphate ribosyltransferase [c];0.0;moderate;0.0;0.0;0.9850810312058436
926;R05551 [c];0.0;low;1.0;0.0;
927;L-Glutamate:NADP+ oxidoreductase (transaminating) [c];0.0;low;1.0;0.0;
928;ATP:UMP phosphotransferase [c];3.0;moderate;1.0;0.0;0.6663562075771687
929;ATP:uridine 5'-phosphotransferase [c];0.0;low;1.0;0.0;
930;R07601 [c];0.0;low;1.0;0.0;
931;ATP diphosphohydrolase (diphosphate-forming) [c];1.0;moderate;1.0;0.0;0.8170763302387419
932;(R,R)-tartrate carboxy-lyase (D-glycerate-forming) [c];0.0;moderate;0.0;0.0;0.0838765202504649
933;glycerol-3-phosphate acyltransferase (C16:0) [c];0.0;low;1.0;0.0;
934;8-methyl-trans-non-2-enoyl-ACP:NAD+ oxidoreductase (A-specific) [c];0.0;low;1.0;0.0;
935;Geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase [c];0.0;low;1.0;0.0;
936;Vitamin ABC transport [c];0.0;moderate;0.0;0.0;0.0804006163065216
937;Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)- [c];0.0;moderate;0.0;0.0;0.72725114796525
938;dCTP:uridine 5'-phosphotransferase [c];0.0;low;1.0;0.0;
939;citrate hydro-lyase (cis-aconitate-forming) [c];2.0;high;1.0;0.0;1.0712371566436294
940;3-(3-hydroxyphenyl)propanoate,NADH:oxygen oxidoreductase (2-hydroxylating) [c];0.0;low;1.0;0.0;
941;UDP-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase [c];1.0;moderate;1.0;0.0;0.5131090868402126
942;L-Allothreonine acetaldehyde-lyase [c];0.0;low;1.0;0.0;
943;ATP:glycerone phosphotransferase [c];0.0;low;1.0;0.0;
944;UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase(ADP-forming) [c];0.0;high;0.0;0.0;1.002728010885613
945;1,4-alpha-glucan-branching enzyme [c];0.0;low;1.0;0.0;
946;Phosphatidylserine decarboxylase (n-C18:1) [c];0.0;low;1.0;0.0;
947;UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine:undecaprenyl-phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase [c];0.0;moderate;0.0;0.0;0.9056369821224096
948;Guanine aminohydrolase [c];1.0;high;1.0;0.0;1.141471310509227
949;dUTP:uridine 5'-phosphotransferase [c];2.0;low;0.0;0.0;
950;D-glucose 1-epimerase [c];-1.0;moderate;0.0;1.0;0.1856231695960603
951;Uroporphyrinogen-III carboxy-lyase [c];0.0;high;0.0;0.0;1.117201245006666
952;Peptidoglycan subunit synthesis [c];0.0;low;1.0;0.0;
953;ATP:CDP phosphotransferase [c];1.0;high;1.0;0.0;1.1253177243083452
954;O-Succinylbenzoate:CoA ligase (AMP-forming) [c];0.0;moderate;0.0;0.0;0.6981646324390726
955;acyl-[acyl-carrier-protein] synthetase  (n-C14:1) [c];0.0;low;1.0;0.0;
956;chorismate hydroxymutase [c];0.0;high;0.0;0.0;1.0593891903607031
957;Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1) [c];0.0;low;1.0;0.0;
958;mRNA synthesis;0.0;low;1.0;0.0;
959;dATP:pyruvate 2-O-phosphotransferase [c];0.0;low;1.0;0.0;
960;ATP:pantothenate 4'-phosphotransferase [c];0.0;moderate;0.0;0.0;0.8369864046210226
961;5-oxopent-3-ene-1,2,5-tricarboxylate carboxy-lyase [c];0.0;moderate;0.0;0.0;0.6624121773192764
962;2'-Deoxyinosine-5'-triphosphate pyrophosphohydrolase [c];0.0;moderate;0.0;0.0;0.4673437517167507
963;undecaprenyl-diphosphate phosphohydrolase [c];0.0;moderate;0.0;0.0;0.6233683321483787
964;Deoxyinosine:orthophosphate ribosyltransferase [c];1.0;moderate;1.0;0.0;0.9850810312058436
965;acyl-CoA dehydrogenase (dodecanoyl-CoA) [c];-1.0;moderate;0.0;1.0;0.5276378124934911
966;(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate hydrolyase (2-succinylbenzoate-forming) [c];0.0;low;1.0;0.0;
967;adenylate kinase (Inorganic triphosphate) [c];23.0;high;1.0;0.0;1.0352504054927616
968;Palmitoyl-CoA:oxygen 2-oxidoreductase [c];1.0;moderate;1.0;0.0;0.5276378124934911
969;glutamate racemase [c];0.0;low;1.0;0.0;
970;ATP:dIDP phosphotransferase [c];0.0;high;0.0;0.0;1.1253177243083452
971;Hexanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing) [c];0.0;low;1.0;0.0;
972;5-amino-1-(5-phospho-D-ribosyl)imidazole:carbon-dioxide ligase (ADP-forming) [c];0.0;low;1.0;0.0;
973;3-aminopropanal:NAD+ oxidoreductase [c];0.0;low;1.0;0.0;
974;arsenite transp or ter via unip or t [c];0.0;high;0.0;0.0;1.0383300569582234
975;UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminoheptanedioate:D-alanyl-D-alanine ligase(ADP-forming) [c];0.0;moderate;0.0;0.0;0.3440921456452666
976;Hexanoyl-CoA:(acceptor) 2,3-oxidoreductase [c];1.0;moderate;1.0;0.0;0.5276378124934911
977;Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm) [c];0.0;low;1.0;0.0;
978;4-Nitrophenyl phosphate phosphohydrolase [c];0.0;low;1.0;0.0;
979;N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase [c];0.0;high;0.0;0.0;1.2104327393307783
980;L-Asparagine amidohydrolase [c];1.0;high;1.0;0.0;1.0476610764493457
981;acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing) [c];-2.0;moderate;0.0;1.0;0.6043453435202841
982;(S)-dihydroorotate:quinone oxidoreductase [c];0.0;low;1.0;0.0;
983;10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase [c];0.0;low;1.0;0.0;
984;isoheptadecanoyl-phosphatidylserine decarboxylase [c];0.0;low;1.0;0.0;
985;deamido-NAD+:ammonia ligase (AMP-forming) [c];1.0;high;1.0;0.0;1.0393862367974311
986;Maltodextrin phosphorylase (maltohexaose) [c];0.0;low;1.0;0.0;
987;(R)-3-Hydroxytetradecanoly-[acyl-carrier-protein]:UDP-N-acetyl-glucosamine 3-O-(3-hydroxytetradecanoyl)transferase [c];0.0;low;1.0;0.0;
988;3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1) [c];0.0;moderate;0.0;0.0;0.1172338659109856
989;nonpolar-amino-acid-transporting ATPase [c];0.0;low;1.0;0.0;
990;L-Aspartate ammonia-lyase [c];0.0;low;1.0;0.0;
991;(S)-3-Hydroxybutanoyl-CoA hydro-lyase [c];0.0;low;1.0;0.0;
992;8-methyl-3-oxo-decanoyl-ACP:NADP+ oxidoreductase [c];0.0;low;1.0;0.0;
993;Deoxyadenosine aminohydrolase [c];1.0;moderate;1.0;0.0;0.4975946173147293
994;R08557 [c];0.0;low;1.0;0.0;
995;Nomega,Nomega'-dimethyl-L-arginine dimethylamidohydrolase [c];0.0;low;1.0;0.0;
996;Acetamide amidohydrolase [c];0.0;low;1.0;0.0;
997;4-methyl-3-oxo-hexanoyl-ACP:NADP+ oxidoreductase [c];0.0;low;1.0;0.0;
998;6-Carboxyhexanoyl-CoA:L-alanine C-carboxyhexanoyltransferase (decarboxylating) [c];0.0;low;1.0;0.0;
999;deoxyuridine:orthophosphate 2-deoxy-D-ribosyltransferase [c];0.0;high;0.0;0.0;1.006478319868326
1000;(S)-1-pyrroline-5-carboxylate:NADP+ oxidoreductase [c];35.636364;moderate;1.0;0.0;0.6977998032307268
1001;acyl-[acyl-carrier-protein] synthetase  (n-C10:0) [c];0.0;low;1.0;0.0;
1002;enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0) [c];0.0;low;1.0;0.0;
1003;D-Glucosamine 1-phosphate 1,6-phosphomutase [c];0.0;high;0.0;0.0;1.0305469977558444
1004;TRANS-RXN-187.ce [c];-1.0;moderate;0.0;1.0;0.0456563102962677
1005;Succinyl-CoA:2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [c];0.0;moderate;0.0;0.0;0.7001776698512728
1006;Phosphatidylserine syntase (n-C14:1) [c];0.0;low;1.0;0.0;
1007;hydrogen peroxide reductase (thioredoxin) [c];1.0;moderate;1.0;0.0;0.168393090083273
1008;ATP:GMP phosphotransferase [c];-1.0;moderate;0.0;1.0;0.8527012222056509
1009;R00621 [c];1.0;high;1.0;0.0;1.0692722367738767
1010;GTP 8,9-hydrolase [c];0.0;low;1.0;0.0;
1011;L-Ornithine:2-oxo-acid aminotransferase [c];36.636364;low;0.0;0.0;
1012;(S)-Hydroxyhexanoyl-CoA hydro-lyase [c];0.0;low;1.0;0.0;
1013;N-acetyl-L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphrylating) [c];-35.636364;high;0.0;1.0;1.156030188902052
1014;Indole-3-acetamide amidohydrolase [c];0.0;low;1.0;0.0;
1015;UDP-2,3-bis[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine 2,3-bis[(3R)-3-hydroxymyristoyl]-beta-D-glucosaminyl 1-phosphate phosphohydrolase [c];0.0;high;0.0;0.0;1.017914069361959
1016;(R)-Pantoate:beta-alanine ligase (AMP-forming) [c];0.0;low;1.0;0.0;
1017;Propane-1,3-diol:NAD+ 1-oxidoreductase [c];0.0;low;1.0;0.0;
1018;L-Glutamate 5-semialdehyde:NAD+ oxidoreductase [c];1.0;moderate;1.0;0.0;0.6977998032307268
1019;hydrogen-sulfide:NADP+ oxidoreductase [c];-1.0;high;0.0;1.0;1.028098556014961
1020;stearoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted [c];0.0;high;0.0;0.0;1.1015221062842442
1021;RXN0-5228.c [c];0.0;low;1.0;0.0;
1022;myristoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted [c];0.0;high;0.0;0.0;1.0579979408010238
1023;protein-dithiol:NADP+ oxidoreductase [c];0.0;moderate;0.0;0.0;0.1142243909858692
1024;L-cysteate:2-oxoglutarate aminotransferase [c];0.0;low;1.0;0.0;
1025;D-mannose 6-phosphate 1,6-phosphomutase [c];0.0;low;1.0;0.0;
1026;Cystathionine L-homocysteine-lyase (deaminating) [c];0.0;low;1.0;0.0;
1027;urea-1-carboxylate amidohydrolase [c];0.0;low;1.0;0.0;
1028;1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate carboxy-lyase(cyclizing) [c];0.0;low;1.0;0.0;
1029;anteisopentadecanoyl-cardiolipin synthase [c];0.0;;;;
1030;4-amino-2-methyl-5-phosphomethylpyrimidine synthetase [c];0.0;high;0.0;0.0;1.122806969862871
1031;isoheptadecanoyl-phosphatidate cytidylyltransferase [c];0.0;low;1.0;0.0;
1032;trans-Octodec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific) [c];0.0;low;1.0;0.0;
1033;isotetradecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase [c];0.0;low;1.0;0.0;
1034;Acetoacetyl-CoA:acetate CoA-transferase [c];1.0;moderate;1.0;0.0;0.5124047861592694
1035;N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase (periplasm) [c];0.0;low;1.0;0.0;
1036;ditrans,dicis-pentaprenyl-diphosphate:isopentenyl-diphosphate pentaprenylcistransferase [c];0.0;low;1.0;0.0;
1037;"L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate; L-tryptophan and glyceraldehyde-3-phosphate-forming] [c]";0.0;low;1.0;0.0;
1038;Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1) (periplasm) [c];0.0;low;1.0;0.0;
1039;N-[(R)-4'-Phosphopantothenoyl]-L-cysteine carboxy-lyase [c];0.0;moderate;0.0;0.0;0.5354313608234286
1040;dUTP nucleotidohydrolase [c];0.0;low;1.0;0.0;
1041;Adenosine aminohydrolase [c];1.0;moderate;1.0;0.0;0.4975946173147293
1042;CMP-3-deoxy-D-manno-oct-2-ulosonate:lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase [c];0.0;moderate;0.0;0.0;0.3976012344434456
1043;ATP:Sedoheptulose 7-phosphate 1-phosphotransferase [c];0.0;low;1.0;0.0;
1044;isotetradecanoyl-Diacylglycerol kinase [c];0.0;moderate;0.0;0.0;0.1463420475613635
1045;Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0) (periplasm) [c];0.0;low;1.0;0.0;
1046;L-tryptophan:oxygen 2,3-oxidoreductase (decyclizing) [c];0.0;low;1.0;0.0;
1047;Phosphatidylglycerol synthase (n-C12:0) [c];0.0;low;1.0;0.0;
1048;protoheme ferro-lyase (protoporphyrin-forming) [c];0.0;moderate;0.0;0.0;0.3964882270331201
1049;ATP:dTMP phosphotransferase [c];1.0;low;0.0;0.0;
1050;10-methyl-3-oxo-dodecanoyl-ACP:NADP+ oxidoreductase [c];0.0;low;1.0;0.0;
1051;(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase [c];0.0;moderate;0.0;0.0;0.1172338659109856
1052;Lauroyl-CoA:acetyl-CoA C-acyltransferase [c];0.0;high;0.0;0.0;1.2417356207204766
1053;S-adenosyl-L-methionine:(E)-prop-1-ene-1,2,3-tricarboxylate 2'-O-methyltransferase [c];0.0;moderate;0.0;0.0;0.0453019259017306
1054;CDP-diacylglycerol synthetase (n-C14:0) [c];0.0;low;1.0;0.0;
1055;12-methyl-3-oxo-tridecanoyl-ACP:NADP+ oxidoreductase [c];0.0;low;1.0;0.0;
1056;Pyridoxine 5-phosphate:oxygen oxidoreductase [c];0.0;low;1.0;0.0;
1057;(R)-S-Lactoylglutathione hydrolase [c];0.0;low;1.0;0.0;
1058;5-amino-6-(5-phosphoribitylamino)uracil:NADP+ 1'-oxidoreductase [c];0.0;moderate;0.0;0.0;0.2610180660405382
1059;(S)-hydroxyoctanoyl-CoA:NAD+ oxidoreductase [c];0.0;high;0.0;0.0;1.3645114190594982
1060;4-carboxymethylbut-3-en-4-olide enol-lactonohydrolase [c];0.0;low;1.0;0.0;
1061;D-glucose-6-phosphate:NADP+ 1-oxidoreductase [c];0.0;moderate;0.0;0.0;0.0074186052256372
1062;methionyl aminopeptidase [c];0.0;moderate;0.0;0.0;0.4029379144930443
